Header line count: 79
Export version: 3.12
User:
 - name: Labor Labor
 - login: Labor
 - email: N/A

Project:
 - name: Practical Course EC2 SoSe25
 - tags: N/A
 - creator: Labor Labor

Test Plan:
 - name: CoinCell_Cycling_SoSe25
 - tags: N/A
 - creator: Labor Labor
 - tasks:
Step,Type,Control Parameters,Limits,Record Conditions
1,REST,,TIME > 6.0000h then NEXT_STEP,DELTA_TIME = 30.000s
2,LOOP,LOOP_ID: LOOP_1 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
3,CC,I: 237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 30.000s
4,CC,I: -237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 30.000s
N/A,LOOP,END LOOP_ID : LOOP_1,
5,LOOP,LOOP_ID: LOOP_2 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
6,CC,I: 2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 10.000s
7,CC,I: -2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 10.000s
N/A,LOOP,END LOOP_ID : LOOP_2,
8,LOOP,LOOP_ID: LOOP_3 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
9,CC,I: 4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 5.0000s
10,CC,I: -4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 5.0000s
N/A,LOOP,END LOOP_ID : LOOP_3,
 - no user variable
 - safety limits (after a time of 10.000ms):
  - U > 4.7000V then SAFETY_STOP

DUT Type:
 - name: Default Device Under Test
 - electrolyte: N/A
 - electrode material: N/A
 - description: N/A
 - tags: N/A
 - nominal capacity: N/A
 - maximum voltage: N/A
 - nominal voltage: N/A
 - minimum voltage: N/A
 - nominal energy: N/A
 - maximum discharge current: N/A
 - maximum charge current: N/A
 - mass: N/A
 - volume: N/A
 - surface area: N/A
 - characteristic mass: N/A
 - mass of active material: N/A
 - x: N/A
 - Molecular weight of active material at x=0: N/A
 - Acquisition started at x0=: N/A
 - Intercalated ion molecular weight of active material at x=0: N/A
 - Number of electrons transferred per intercalated ions: N/A

Test Run:
  - name: EC2_Group3_DS
  - tags: N/A
  - creator: Labor Labor
  - batch number: N/A
  - started on: 2025-09-16 10:23:18.671817
  - finished on: 2025-09-16 21:51:28.041441

Dut Run:
  - DUT Name: N/A
  - Comment: N/A

Instrument:
  - channel: A.7
  - model: BCS-905
  - serial number: 0729

System version: 3.0.0-9
System address: 10.128.128.50

Time /s,Step,Task,Cycle number,Loop 1 number,Loop 2 number,Loop 3 number,Loop 4 number,U /V,I /A,P /W,Q /Ah,Q charge /Ah,Q discharge /Ah,Capacity /Ah,Energy /Wh,Energy charge /Wh,Energy discharge /Wh,Temperature /CelsiusDegrees,I Range /A,Phase,Frequency /Hz,Ua /V,Ia /A,Impedance module /Ohms,Impedance phase /rad,Real impedance /Ohms,- Imaginary impedance /Ohms,Admittance module /Ohms,Admittance phase /rad,Real admittance /Ohms,Imaginary admittance /Ohms,@Var1,@Var2,@Var3,@Var4,@Var5,@Var6,@Var7,@Var8,@Var9,@Var10,Date Time /ns,Duration (step) /s,Umin (step) /V,Umax (step) /V,Umean (step) /V,Ubegin (step) /V,Uend (step) /V,Imin (step) /A,Imax (step) /A,Imean (step) /A,Ibegin (step) /A,Iend (step) /A,Q (step) /Ah,Q charge (step) /Ah,Q discharge (step) /Ah,Energy (step) /Wh,Energy charge (step) /Wh,Energy discharge (step) /Wh,Pmin (step) /W,Pmax (step) /W,Rdc (step) /Ohms,Rac (step) /Ohms,Counter value (loop),Loop ID (loop),List value (loop),Duration (loop) /s,Q (loop) /Ah,Q charge (loop) /Ah,Q discharge (loop) /Ah,Energy (loop) /Wh,Energy charge (loop) /Wh,Energy discharge (loop) /Wh,Duration (cycle) /s,Q (cycle) /Ah,Q charge (cycle) /Ah,Q discharge (cycle) /Ah,Efficiency (cycle) /none,Energy (cycle) /Wh,Energy charge (cycle) /Wh,Energy discharge (cycle) /Wh
19860.005,task_1,REST,,,,,,0.2010909914970398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038058.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19890.005,task_1,REST,,,,,,0.19852720201015472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038088.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19920.005,task_1,REST,,,,,,0.15548092126846313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038118.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950.005,task_1,REST,,,,,,0.22457826137542725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038148.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980.005,task_1,REST,,,,,,0.1748266965150833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038178.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010.005,task_1,REST,,,,,,0.1868835687637329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038208.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040.005,task_1,REST,,,,,,0.17744410037994385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038238.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070.005,task_1,REST,,,,,,0.24484261870384216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038268.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100.005,task_1,REST,,,,,,0.2691394090652466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038298.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130.005,task_1,REST,,,,,,0.2562098503112793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038328.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160.005,task_1,REST,,,,,,0.28768521547317505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038358.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190.005,task_1,REST,,,,,,0.25984814763069153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038388.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220.005,task_1,REST,,,,,,0.166979119181633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038418.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250.005,task_1,REST,,,,,,0.31518951058387756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038448.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20280.005,task_1,REST,,,,,,0.3452483117580414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038478.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20310.005,task_1,REST,,,,,,0.28914955258369446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038508.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20340.005,task_1,REST,,,,,,0.1934548020362854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038538.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20370.005,task_1,REST,,,,,,0.19075235724449158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038568.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20400.005,task_1,REST,,,,,,0.0930919498205185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038598.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20430.005,task_1,REST,,,,,,0.35574471950531006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038628.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20460.005,task_1,REST,,,,,,0.07408205419778824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038658.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20490.005,task_1,REST,,,,,,0.12888075411319733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038688.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20520.005,task_1,REST,,,,,,-0.020984681323170662,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038718.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550.005,task_1,REST,,,,,,-0.08182768523693085,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038748.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20580.005,task_1,REST,,,,,,-0.015568382106721401,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038778.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610.005,task_1,REST,,,,,,0.0012752402108162642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038808.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20640.005,task_1,REST,,,,,,0.05600923299789429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038838.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20670.005,task_1,REST,,,,,,0.2049785703420639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038868.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20700.005,task_1,REST,,,,,,0.32587695121765137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038898.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20730.005,task_1,REST,,,,,,0.3153756260871887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038928.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20760.005,task_1,REST,,,,,,0.35697853565216064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038958.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20790.005,task_1,REST,,,,,,0.38463565707206726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758038988.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20820.005,task_1,REST,,,,,,0.3906075358390808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039018.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20850.005,task_1,REST,,,,,,0.3917495310306549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039048.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20880.005,task_1,REST,,,,,,0.3877531886100769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039078.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20910.005,task_1,REST,,,,,,0.3933432698249817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039108.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20940.005,task_1,REST,,,,,,0.3931396007537842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039138.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20970.005,task_1,REST,,,,,,0.3931553065776825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039168.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21000.005,task_1,REST,,,,,,0.3929833471775055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039198.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21030.005,task_1,REST,,,,,,0.3929312825202942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039228.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21060.005,task_1,REST,,,,,,0.39287611842155457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039258.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21090.005,task_1,REST,,,,,,0.3928335905075073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039288.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21120.005,task_1,REST,,,,,,0.39023345708847046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039318.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21150.005,task_1,REST,,,,,,0.3905126452445984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039348.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21180.005,task_1,REST,,,,,,0.391421377658844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039378.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21210.005,task_1,REST,,,,,,0.3915523290634155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039408.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21240.005,task_1,REST,,,,,,0.3889302909374237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039438.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21270.005,task_1,REST,,,,,,0.3481069803237915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039468.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21300.005,task_1,REST,,,,,,0.2815574109554291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039498.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21330.005,task_1,REST,,,,,,0.2313183695077896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039528.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21360.005,task_1,REST,,,,,,0.29062771797180176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039558.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21390.005,task_1,REST,,,,,,0.33061009645462036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039588.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21420.005,task_1,REST,,,,,,0.3181905448436737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039618.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21450.005,task_1,REST,,,,,,0.31573399901390076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039648.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21480.005,task_1,REST,,,,,,0.19154582917690277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039678.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21510.005,task_1,REST,,,,,,0.2848801612854004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039708.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21540.005,task_1,REST,,,,,,0.38454413414001465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039738.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21570.005,task_1,REST,,,,,,0.37400028109550476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039768.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21600.002,task_1,REST,,,,,,0.3648732602596283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758039798.0019948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21600.075,task_3,CC,1,1,,,,0.34382036328315735,0.00023051501193549484,7.925575514588319e-05,6.403195208627544e-11,6.403195208627544e-11,0.0,6.403195208627544e-11,2.201548770446809e-11,2.201548770446809e-11,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758039798.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21630.075,task_3,CC,1,1,,,,2.758993625640869,0.00023774191504344344,0.0006559284281525135,1.9814851435108316e-06,1.9814851435108316e-06,0.0,1.9814851435108316e-06,4.873886807925171e-06,4.873886807925171e-06,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758039828.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21660.075,task_3,CC,1,1,,,,3.06742525100708,0.0002378823992330581,0.0007296864781776297,3.962918029477199e-06,3.962918029477199e-06,0.0,3.962918029477199e-06,1.0652164411213663e-05,1.0652164411213663e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758039858.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21690.075,task_3,CC,1,1,,,,3.199087142944336,0.00023775611771270633,0.0007606025393310789,5.944386228091187e-06,5.944386228091187e-06,0.0,5.944386228091187e-06,1.6831022997697193e-05,1.6831022997697193e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758039888.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21720.075,task_3,CC,1,1,,,,3.3383407592773438,0.00023763773788232356,0.0007933157463150264,7.925858824617333e-06,7.925858824617333e-06,0.0,7.925858824617333e-06,2.3311101314094332e-05,2.3311101314094332e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758039918.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21750.075,task_3,CC,1,1,,,,3.4088077545166016,0.000237786109209992,0.0008105671329913522,9.907335042953491e-06,9.907335042953491e-06,0.0,9.907335042953491e-06,3.0005576295985117e-05,3.0005576295985117e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758039948.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21780.075,task_3,CC,1,1,,,,3.4981045722961426,0.00023777742171660066,0.0008317702860956289,1.188882730073399e-05,1.188882730073399e-05,0.0,1.188882730073399e-05,3.686579565207163e-05,3.686579565207163e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758039978.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21810.075,task_3,CC,1,1,,,,3.5743730068206787,0.0002376282645855099,0.0008493720545920888,1.3870295758048693e-05,1.3870295758048693e-05,0.0,1.3870295758048693e-05,4.3859134117762247e-05,4.3859134117762247e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040008.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21840.075,task_3,CC,1,1,,,,3.599384307861328,0.0002377821656409651,0.0008558693956973729,1.585177145898342e-05,1.585177145898342e-05,0.0,1.585177145898342e-05,5.0951151384247674e-05,5.0951151384247674e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040038.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21870.075,task_3,CC,1,1,,,,3.6823484897613525,0.00023771428095642477,0.0008753468234745966,1.783323577708668e-05,1.783323577708668e-05,0.0,1.783323577708668e-05,5.816209647390578e-05,5.816209647390578e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040068.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21900.075,task_3,CC,1,1,,,,3.7186973094940186,0.00023778925242368132,0.0008842662532145378,1.9814765287770167e-05,1.9814765287770167e-05,0.0,1.9814765287770167e-05,6.550562464528614e-05,6.550562464528614e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040098.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21930.075,task_3,CC,1,1,,,,3.74054217338562,0.000237745072809048,0.0008892954713568789,2.1796278241607878e-05,2.1796278241607878e-05,0.0,2.1796278241607878e-05,7.292028102609847e-05,7.292028102609847e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040128.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21960.075,task_3,CC,1,1,,,,3.7003674507141113,0.000237708751228638,0.00087960972579635,2.3777758081754048e-05,2.3777758081754048e-05,0.0,2.3777758081754048e-05,8.02921089861128e-05,8.02921089861128e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040158.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21990.075,task_3,CC,1,1,,,,3.693547010421753,0.00023781214258633554,0.0008783703282917513,2.5759208947420122e-05,2.5759208947420122e-05,0.0,2.5759208947420122e-05,8.756245175997416e-05,8.756245175997416e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040188.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22020.075,task_3,CC,1,1,,,,3.7914235591888428,0.00023778137983754277,0.0009015299254524906,2.7740728110074998e-05,2.7740728110074998e-05,0.0,2.7740728110074998e-05,9.4931208425098e-05,9.4931208425098e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040218.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22050.075,task_3,CC,1,1,,,,3.835477828979492,0.00023776952002663165,0.0009119597224692411,2.9722172766923903e-05,2.9722172766923903e-05,0.0,2.9722172766923903e-05,0.00010248570806450314,0.00010248570806450314,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040248.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22080.075,task_3,CC,1,1,,,,3.916405200958252,0.00023776480520609766,0.0009311833197139865,3.170367951194445e-05,3.170367951194445e-05,0.0,3.170367951194445e-05,0.00011016248000992668,0.00011016248000992668,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040278.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22110.075,task_3,CC,1,1,,,,3.939234733581543,0.00023776243324391544,0.0009366020353752946,3.368519867459933e-05,3.368519867459933e-05,0.0,3.368519867459933e-05,0.00011793399022685156,0.00011793399022685156,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040308.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22140.075,task_3,CC,1,1,,,,3.961155414581299,0.00023776401940267533,0.0009418202328495204,3.566671576764849e-05,3.566671576764849e-05,0.0,3.566671576764849e-05,0.00012575986484686535,0.00012575986484686535,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758040338.0749948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
