Header line count: 79
Export version: 3.12
User:
 - name: Labor Labor
 - login: Labor
 - email: N/A

Project:
 - name: Practical Course EC2 SoSe25
 - tags: N/A
 - creator: Labor Labor

Test Plan:
 - name: CoinCell_Cycling_SoSe25
 - tags: N/A
 - creator: Labor Labor
 - tasks:
Step,Type,Control Parameters,Limits,Record Conditions
1,REST,,TIME > 6.0000h then NEXT_STEP,DELTA_TIME = 30.000s
2,LOOP,LOOP_ID: LOOP_1 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
3,CC,I: 237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 30.000s
4,CC,I: -237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 30.000s
N/A,LOOP,END LOOP_ID : LOOP_1,
5,LOOP,LOOP_ID: LOOP_2 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
6,CC,I: 2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 10.000s
7,CC,I: -2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 10.000s
N/A,LOOP,END LOOP_ID : LOOP_2,
8,LOOP,LOOP_ID: LOOP_3 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
9,CC,I: 4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 5.0000s
10,CC,I: -4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 5.0000s
N/A,LOOP,END LOOP_ID : LOOP_3,
 - no user variable
 - safety limits (after a time of 10.000ms):
  - U > 4.7000V then SAFETY_STOP

DUT Type:
 - name: Default Device Under Test
 - electrolyte: N/A
 - electrode material: N/A
 - description: N/A
 - tags: N/A
 - nominal capacity: N/A
 - maximum voltage: N/A
 - nominal voltage: N/A
 - minimum voltage: N/A
 - nominal energy: N/A
 - maximum discharge current: N/A
 - maximum charge current: N/A
 - mass: N/A
 - volume: N/A
 - surface area: N/A
 - characteristic mass: N/A
 - mass of active material: N/A
 - x: N/A
 - Molecular weight of active material at x=0: N/A
 - Acquisition started at x0=: N/A
 - Intercalated ion molecular weight of active material at x=0: N/A
 - Number of electrons transferred per intercalated ions: N/A

Test Run:
  - name: EC2_Group3_FZ
  - tags: N/A
  - creator: Labor Labor
  - batch number: N/A
  - started on: 2025-09-16 10:22:58.181835
  - finished on: 2025-09-16 19:54:16.281334

Dut Run:
  - DUT Name: N/A
  - Comment: N/A

Instrument:
  - channel: A.6
  - model: BCS-905
  - serial number: 0729

System version: 3.0.0-9
System address: 10.128.128.50

Time /s,Step,Task,Cycle number,Loop 1 number,Loop 2 number,Loop 3 number,Loop 4 number,U /V,I /A,P /W,Q /Ah,Q charge /Ah,Q discharge /Ah,Capacity /Ah,Energy /Wh,Energy charge /Wh,Energy discharge /Wh,Temperature /CelsiusDegrees,I Range /A,Phase,Frequency /Hz,Ua /V,Ia /A,Impedance module /Ohms,Impedance phase /rad,Real impedance /Ohms,- Imaginary impedance /Ohms,Admittance module /Ohms,Admittance phase /rad,Real admittance /Ohms,Imaginary admittance /Ohms,@Var1,@Var2,@Var3,@Var4,@Var5,@Var6,@Var7,@Var8,@Var9,@Var10,Date Time /ns,Duration (step) /s,Umin (step) /V,Umax (step) /V,Umean (step) /V,Ubegin (step) /V,Uend (step) /V,Imin (step) /A,Imax (step) /A,Imean (step) /A,Ibegin (step) /A,Iend (step) /A,Q (step) /Ah,Q charge (step) /Ah,Q discharge (step) /Ah,Energy (step) /Wh,Energy charge (step) /Wh,Energy discharge (step) /Wh,Pmin (step) /W,Pmax (step) /W,Rdc (step) /Ohms,Rac (step) /Ohms,Counter value (loop),Loop ID (loop),List value (loop),Duration (loop) /s,Q (loop) /Ah,Q charge (loop) /Ah,Q discharge (loop) /Ah,Energy (loop) /Wh,Energy charge (loop) /Wh,Energy discharge (loop) /Wh,Duration (cycle) /s,Q (cycle) /Ah,Q charge (cycle) /Ah,Q discharge (cycle) /Ah,Efficiency (cycle) /none,Energy (cycle) /Wh,Energy charge (cycle) /Wh,Energy discharge (cycle) /Wh
14100.005,task_1,REST,,,,,,0.39357587695121765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032277.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14130.005,task_1,REST,,,,,,0.39351576566696167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032307.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14160.005,task_1,REST,,,,,,0.3935268819332123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032337.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14190.005,task_1,REST,,,,,,0.39348742365837097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032367.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14220.005,task_1,REST,,,,,,0.39351731538772583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032397.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14250.005,task_1,REST,,,,,,0.3934985101222992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032427.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14280.005,task_1,REST,,,,,,0.3934621512889862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032457.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14310.005,task_1,REST,,,,,,0.3935031294822693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032487.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14340.005,task_1,REST,,,,,,0.3934969902038574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032517.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14370.005,task_1,REST,,,,,,0.39347323775291443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032547.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14400.005,task_1,REST,,,,,,0.39347633719444275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032577.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14430.005,task_1,REST,,,,,,0.39342424273490906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032607.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14460.005,task_1,REST,,,,,,0.39343687891960144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032637.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14490.005,task_1,REST,,,,,,0.39343225955963135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032667.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14520.005,task_1,REST,,,,,,0.3934020698070526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032697.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14550.005,task_1,REST,,,,,,0.39338788390159607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032727.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14580.005,task_1,REST,,,,,,0.3933737277984619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032757.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14610.005,task_1,REST,,,,,,0.3933579921722412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032787.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14640.005,task_1,REST,,,,,,0.3933265805244446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032817.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14670.005,task_1,REST,,,,,,0.3933515250682831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032847.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14700.005,task_1,REST,,,,,,0.3933311998844147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032877.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14730.005,task_1,REST,,,,,,0.39327603578567505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032907.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14760.005,task_1,REST,,,,,,0.39332473278045654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032937.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14790.005,task_1,REST,,,,,,0.393279105424881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032967.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14820.005,task_1,REST,,,,,,0.39326032996177673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758032997.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14850.005,task_1,REST,,,,,,0.39323657751083374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033027.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14880.005,task_1,REST,,,,,,0.3932301104068756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033057.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14910.005,task_1,REST,,,,,,0.3932144045829773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033087.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14940.005,task_1,REST,,,,,,0.3932097852230072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033117.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14970.005,task_1,REST,,,,,,0.3931937515735626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033147.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15000.005,task_1,REST,,,,,,0.3931419849395752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033177.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15030.005,task_1,REST,,,,,,0.39312443137168884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033207.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15060.005,task_1,REST,,,,,,0.39307883381843567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033237.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15090.005,task_1,REST,,,,,,0.39307883381843567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033267.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15120.005,task_1,REST,,,,,,0.3930865228176117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033297.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15150.005,task_1,REST,,,,,,0.39306771755218506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033327.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15180.005,task_1,REST,,,,,,0.39310070872306824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033357.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15210.005,task_1,REST,,,,,,0.3930661976337433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033387.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15240.005,task_1,REST,,,,,,0.39302366971969604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033417.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15270.005,task_1,REST,,,,,,0.39301565289497375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033447.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15300.005,task_1,REST,,,,,,0.39298081398010254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033477.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15330.005,task_1,REST,,,,,,0.39296048879623413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033507.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15360.005,task_1,REST,,,,,,0.392990380525589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033537.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15390.005,task_1,REST,,,,,,0.3929447829723358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033567.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15420.005,task_1,REST,,,,,,0.39294785261154175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033597.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15450.005,task_1,REST,,,,,,0.39288315176963806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033627.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15480.005,task_1,REST,,,,,,0.3929053246974945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033657.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15510.005,task_1,REST,,,,,,0.3928816020488739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033687.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15540.005,task_1,REST,,,,,,0.3928893208503723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033717.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15570.005,task_1,REST,,,,,,0.39285632967948914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033747.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15600.005,task_1,REST,,,,,,0.39285632967948914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033777.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15630.005,task_1,REST,,,,,,0.3928264379501343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033807.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15660.005,task_1,REST,,,,,,0.392782062292099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033837.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15690.005,task_1,REST,,,,,,0.39277252554893494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033867.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15720.005,task_1,REST,,,,,,0.39275988936424255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033897.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15750.005,task_1,REST,,,,,,0.3927774429321289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033927.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15780.005,task_1,REST,,,,,,0.3927426338195801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033957.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15810.005,task_1,REST,,,,,,0.39271581172943115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758033987.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15840.005,task_1,REST,,,,,,0.3926844000816345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034017.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15870.005,task_1,REST,,,,,,0.3926985561847687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034047.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15900.005,task_1,REST,,,,,,0.3926526606082916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034077.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15930.005,task_1,REST,,,,,,0.392677903175354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034107.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15960.005,task_1,REST,,,,,,0.39262276887893677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034137.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15990.005,task_1,REST,,,,,,0.3926212191581726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034167.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16020.005,task_1,REST,,,,,,0.3926101326942444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034197.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16050.005,task_1,REST,,,,,,0.3925928771495819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034227.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16080.005,task_1,REST,,,,,,0.3925943970680237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034257.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16110.005,task_1,REST,,,,,,0.3926147520542145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034287.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16140.005,task_1,REST,,,,,,0.39252969622612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034317.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16170.005,task_1,REST,,,,,,0.3925250768661499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034347.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16200.005,task_1,REST,,,,,,0.39254850149154663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034377.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16230.005,task_1,REST,,,,,,0.3924807012081146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034407.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16260.005,task_1,REST,,,,,,0.3925059735774994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034437.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16290.005,task_1,REST,,,,,,0.39247146248817444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034467.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16320.005,task_1,REST,,,,,,0.392461895942688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034497.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16350.005,task_1,REST,,,,,,0.39240673184394836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034527.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16380.005,task_1,REST,,,,,,0.39240026473999023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034557.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16410.005,task_1,REST,,,,,,0.3924649953842163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034587.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16440.005,task_1,REST,,,,,,0.3923987150192261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034617.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16470.005,task_1,REST,,,,,,0.3923451006412506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034647.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16500.005,task_1,REST,,,,,,0.3923861086368561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034677.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16530.005,task_1,REST,,,,,,0.3923703730106354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034707.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16560.005,task_1,REST,,,,,,0.39236730337142944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034737.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16590.005,task_1,REST,,,,,,0.39236390590667725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034767.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16620.005,task_1,REST,,,,,,0.3923324644565582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034797.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16650.005,task_1,REST,,,,,,0.39231985807418823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1758034827.0049949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
